adcode,provinceName,OBJECTID1,suspectedCountIncr,suspectedCount,confirmedIncr,confirmedCount,deadIncr,deadCount,currentSuspectedCount,dateId,provinceShortName
110000,北京市,1,5.0,0,2,3984,0,9,0.0,20220901,北京
120000,天津市,2,33.0,0,1,2215,0,3,0.0,20220901,天津
130000,河北省,3,32.0,0,4,2020,0,7,0.0,20220901,河北
140000,山西省,4,0.0,0,0,469,0,0,0.0,20220901,山西
150000,内蒙古自治区,5,7.0,0,2,2398,0,1,0.0,20220901,内蒙古
210000,辽宁省,6,117.0,0,5,1818,0,2,3.0,20220901,辽宁
220000,吉林省,7,40.0,0,2,40314,0,5,0.0,20220901,吉林
230000,黑龙江省,8,212.0,0,13,3097,0,13,3.0,20220901,黑龙江
310000,上海市,9,6.0,0,8,63845,0,595,0.0,20220901,上海
320000,江苏省,10,7.0,0,1,2355,0,0,0.0,20220901,江苏
330000,浙江省,11,10.0,0,3,3384,0,1,1.0,20220901,浙江
340000,安徽省,12,0.0,0,0,1506,0,6,0.0,20220901,安徽
350000,福建省,13,2.0,0,17,4092,0,1,0.0,20220901,福建
360000,江西省,14,24.0,0,0,1474,0,1,0.0,20220901,江西
370000,山东省,15,56.0,0,4,2943,0,7,1.0,20220901,山东
410000,河南省,16,56.0,0,4,3286,0,22,3.0,20220901,河南
420000,湖北省,17,21.0,0,0,68424,0,4512,0.0,20220901,湖北
430000,湖南省,18,0.0,0,0,1437,0,4,0.0,20220901,湖南
440000,广东省,19,58.0,0,71,9092,0,8,4.0,20220901,广东
450000,广西壮族自治区,20,30.0,0,0,2254,0,2,0.0,20220901,广西
460000,海南省,21,75.0,0,27,8818,0,6,13.0,20220901,海南
500000,重庆市,22,4.0,0,8,998,0,6,0.0,20220901,重庆
510000,四川省,23,82.0,0,137,3826,0,3,11.0,20220901,四川
520000,贵州省,24,3.0,0,0,194,0,2,0.0,20220901,贵州
530000,云南省,25,2.0,0,1,2282,0,2,1.0,20220901,云南
540000,西藏自治区,26,575.0,0,46,812,0,0,2.0,20220901,西藏
610000,陕西省,27,7.0,0,8,3682,0,3,3.0,20220901,陕西
620000,甘肃省,28,42.0,0,0,1347,0,2,0.0,20220901,甘肃
630000,青海省,29,125.0,0,5,199,0,0,1.0,20220901,青海
640000,宁夏回族自治区,30,0.0,0,0,122,0,0,0.0,20220901,宁夏
650000,新疆维吾尔自治区,31,34.0,0,4,1135,0,3,4.0,20220901,新疆维吾尔自治
110000,北京市,1,11.0,0,8,3992,0,9,0.0,20220902,北京
120000,天津市,2,21.0,0,5,2220,0,3,0.0,20220902,天津
130000,河北省,3,21.0,0,2,2022,0,7,0.0,20220902,河北
140000,山西省,4,0.0,0,0,469,0,0,0.0,20220902,山西
150000,内蒙古自治区,5,1.0,0,4,2402,0,1,0.0,20220902,内蒙古
210000,辽宁省,6,121.0,0,9,1827,0,2,1.0,20220902,辽宁
220000,吉林省,7,30.0,0,3,40317,0,5,0.0,20220902,吉林
230000,黑龙江省,8,169.0,0,67,3164,0,13,60.0,20220902,黑龙江
310000,上海市,9,8.0,0,13,63858,0,595,0.0,20220902,上海
320000,江苏省,10,3.0,0,1,2356,0,0,0.0,20220902,江苏
330000,浙江省,11,21.0,0,4,3388,0,1,3.0,20220902,浙江
340000,安徽省,12,0.0,0,0,1506,0,6,0.0,20220902,安徽
350000,福建省,13,1.0,0,11,4103,0,1,3.0,20220902,福建
360000,江西省,14,23.0,0,0,1474,0,1,0.0,20220902,江西
370000,山东省,15,78.0,0,10,2953,0,7,1.0,20220902,山东
410000,河南省,16,44.0,0,14,3300,0,22,14.0,20220902,河南
420000,湖北省,17,30.0,0,2,68426,0,4512,0.0,20220902,湖北
430000,湖南省,18,0.0,0,0,1437,0,4,0.0,20220902,湖南
440000,广东省,19,60.0,0,82,9174,0,8,5.0,20220902,广东
450000,广西壮族自治区,20,23.0,0,0,2254,0,2,0.0,20220902,广西
460000,海南省,21,29.0,0,40,8858,0,6,32.0,20220902,海南
500000,重庆市,22,1.0,0,6,1004,0,6,1.0,20220902,重庆
510000,四川省,23,78.0,0,132,3958,0,3,10.0,20220902,四川
520000,贵州省,24,7.0,0,4,198,0,2,1.0,20220902,贵州
530000,云南省,25,0.0,0,6,2288,0,2,1.0,20220902,云南
540000,西藏自治区,26,524.0,0,65,877,0,0,35.0,20220902,西藏
610000,陕西省,27,19.0,0,8,3690,0,3,0.0,20220902,陕西
620000,甘肃省,28,24.0,0,0,1347,0,2,0.0,20220902,甘肃
630000,青海省,29,104.0,0,5,204,0,0,2.0,20220902,青海
640000,宁夏回族自治区,30,0.0,0,0,122,0,0,0.0,20220902,宁夏
650000,新疆维吾尔自治区,31,35.0,0,1,1136,0,3,1.0,20220902,新疆维吾尔自治
110000,北京市,1,7.0,0,7,3999,0,9,1.0,20220903,北京
120000,天津市,2,23.0,0,6,2226,0,3,0.0,20220903,天津
130000,河北省,3,15.0,0,2,2024,0,7,0.0,20220903,河北
140000,山西省,4,0.0,0,0,469,0,0,0.0,20220903,山西
150000,内蒙古自治区,5,12.0,0,14,2416,0,1,0.0,20220903,内蒙古
210000,辽宁省,6,120.0,0,12,1839,0,2,0.0,20220903,辽宁
220000,吉林省,7,81.0,0,11,40328,0,5,4.0,20220903,吉林
230000,黑龙江省,8,94.0,0,8,3172,0,13,1.0,20220903,黑龙江
310000,上海市,9,6.0,0,10,63868,0,595,0.0,20220903,上海
320000,江苏省,10,2.0,0,0,2356,0,0,0.0,20220903,江苏
330000,浙江省,11,14.0,0,2,3390,0,1,1.0,20220903,浙江
340000,安徽省,12,0.0,0,0,1506,0,6,0.0,20220903,安徽
350000,福建省,13,0.0,0,12,4115,0,1,0.0,20220903,福建
360000,江西省,14,55.0,0,2,1476,0,1,0.0,20220903,江西
370000,山东省,15,79.0,0,2,2955,0,7,1.0,20220903,山东
410000,河南省,16,22.0,0,2,3302,0,22,0.0,20220903,河南
420000,湖北省,17,20.0,0,0,68426,0,4512,0.0,20220903,湖北
430000,湖南省,18,3.0,0,1,1438,0,4,0.0,20220903,湖南
440000,广东省,19,38.0,0,97,9271,0,8,1.0,20220903,广东
450000,广西壮族自治区,20,43.0,0,0,2254,0,2,0.0,20220903,广西
460000,海南省,21,21.0,0,24,8882,0,6,16.0,20220903,海南
500000,重庆市,22,1.0,0,1,1005,0,6,0.0,20220903,重庆
510000,四川省,23,99.0,0,102,4060,0,3,9.0,20220903,四川
520000,贵州省,24,12.0,0,3,201,0,2,0.0,20220903,贵州
530000,云南省,25,2.0,0,2,2290,0,2,0.0,20220903,云南
540000,西藏自治区,26,505.0,0,51,928,0,0,6.0,20220903,西藏
610000,陕西省,27,8.0,0,5,3695,0,3,2.0,20220903,陕西
620000,甘肃省,28,16.0,0,0,1347,0,2,0.0,20220903,甘肃
630000,青海省,29,131.0,0,8,212,0,0,4.0,20220903,青海
640000,宁夏回族自治区,30,0.0,0,0,122,0,0,0.0,20220903,宁夏
650000,新疆维吾尔自治区,31,35.0,0,0,1136,0,3,0.0,20220903,新疆维吾尔自治
110000,北京市,1,8.0,0,3,4002,0,9,1.0,20220904,北京
120000,天津市,2,12.0,0,3,2229,0,3,0.0,20220904,天津
130000,河北省,3,13.0,0,0,2024,0,7,0.0,20220904,河北
140000,山西省,4,0.0,0,0,469,0,0,0.0,20220904,山西
150000,内蒙古自治区,5,7.0,0,14,2430,0,1,0.0,20220904,内蒙古
210000,辽宁省,6,94.0,0,13,1852,0,2,3.0,20220904,辽宁
220000,吉林省,7,27.0,0,0,40328,0,5,0.0,20220904,吉林
230000,黑龙江省,8,163.0,0,5,3177,0,13,4.0,20220904,黑龙江
310000,上海市,9,8.0,0,5,63873,0,595,0.0,20220904,上海
320000,江苏省,10,1.0,0,2,2358,0,0,0.0,20220904,江苏
330000,浙江省,11,6.0,0,2,3392,0,1,1.0,20220904,浙江
340000,安徽省,12,13.0,0,0,1506,0,6,0.0,20220904,安徽
350000,福建省,13,2.0,0,9,4124,0,1,0.0,20220904,福建
360000,江西省,14,72.0,0,4,1480,0,1,0.0,20220904,江西
370000,山东省,15,57.0,0,5,2960,0,7,2.0,20220904,山东
410000,河南省,16,26.0,0,3,3305,0,22,3.0,20220904,河南
420000,湖北省,17,18.0,0,0,68426,0,4512,0.0,20220904,湖北
430000,湖南省,18,0.0,0,2,1440,0,4,2.0,20220904,湖南
440000,广东省,19,39.0,0,83,9354,0,8,6.0,20220904,广东
450000,广西壮族自治区,20,27.0,0,0,2254,0,2,0.0,20220904,广西
460000,海南省,21,16.0,0,14,8896,0,6,10.0,20220904,海南
500000,重庆市,22,2.0,0,0,1005,0,6,0.0,20220904,重庆
510000,四川省,23,87.0,0,108,4168,0,3,3.0,20220904,四川
520000,贵州省,24,25.0,0,1,202,0,2,0.0,20220904,贵州
530000,云南省,25,1.0,0,0,2290,0,2,0.0,20220904,云南
540000,西藏自治区,26,452.0,0,64,992,0,0,1.0,20220904,西藏
610000,陕西省,27,4.0,0,4,3699,0,3,1.0,20220904,陕西
620000,甘肃省,28,12.0,0,0,1347,0,2,0.0,20220904,甘肃
630000,青海省,29,95.0,0,4,216,0,0,2.0,20220904,青海
640000,宁夏回族自治区,30,0.0,0,0,122,0,0,0.0,20220904,宁夏
650000,新疆维吾尔自治区,31,30.0,0,1,1137,0,3,1.0,20220904,新疆维吾尔自治
110000,北京市,1,3.0,0,5,4007,0,9,1.0,20220905,北京
120000,天津市,2,12.0,0,1,2230,0,3,0.0,20220905,天津
130000,河北省,3,5.0,0,3,2027,0,7,0.0,20220905,河北
140000,山西省,4,0.0,0,0,469,0,0,0.0,20220905,山西
150000,内蒙古自治区,5,69.0,0,39,2469,0,1,7.0,20220905,内蒙古
210000,辽宁省,6,89.0,0,3,1855,0,2,0.0,20220905,辽宁
220000,吉林省,7,37.0,0,3,40331,0,5,3.0,20220905,吉林
230000,黑龙江省,8,148.0,0,8,3185,0,13,0.0,20220905,黑龙江
310000,上海市,9,3.0,0,3,63876,0,595,0.0,20220905,上海
320000,江苏省,10,2.0,0,1,2359,0,0,0.0,20220905,江苏
330000,浙江省,11,8.0,0,0,3392,0,1,0.0,20220905,浙江
340000,安徽省,12,4.0,0,0,1506,0,6,0.0,20220905,安徽
350000,福建省,13,3.0,0,13,4137,0,1,2.0,20220905,福建
360000,江西省,14,71.0,0,4,1484,0,1,0.0,20220905,江西
370000,山东省,15,67.0,0,5,2965,0,7,0.0,20220905,山东
410000,河南省,16,21.0,0,0,3305,0,22,0.0,20220905,河南
420000,湖北省,17,15.0,0,0,68426,0,4512,0.0,20220905,湖北
430000,湖南省,18,0.0,0,0,1440,0,4,0.0,20220905,湖南
440000,广东省,19,33.0,0,59,9413,0,8,3.0,20220905,广东
450000,广西壮族自治区,20,34.0,0,1,2255,0,2,0.0,20220905,广西
460000,海南省,21,9.0,0,30,8926,0,6,25.0,20220905,海南
500000,重庆市,22,2.0,0,0,1005,0,6,0.0,20220905,重庆
510000,四川省,23,72.0,0,69,4237,0,3,1.0,20220905,四川
520000,贵州省,24,3.0,0,0,202,0,2,0.0,20220905,贵州
530000,云南省,25,0.0,0,2,2292,0,2,0.0,20220905,云南
540000,西藏自治区,26,453.0,0,52,1044,0,0,1.0,20220905,西藏
610000,陕西省,27,2.0,0,3,3702,0,3,1.0,20220905,陕西
620000,甘肃省,28,10.0,0,0,1347,0,2,0.0,20220905,甘肃
630000,青海省,29,93.0,0,2,218,0,0,0.0,20220905,青海
640000,宁夏回族自治区,30,0.0,0,0,122,0,0,0.0,20220905,宁夏
650000,新疆维吾尔自治区,31,32.0,0,4,1141,0,3,4.0,20220905,新疆维吾尔自治
110000,北京市,1,3.0,0,18,4025,0,9,1.0,20220906,北京
120000,天津市,2,9.0,0,4,2234,0,3,0.0,20220906,天津
130000,河北省,3,0.0,0,0,2027,0,7,0.0,20220906,河北
140000,山西省,4,0.0,0,0,469,0,0,0.0,20220906,山西
150000,内蒙古自治区,5,83.0,0,58,2527,0,1,4.0,20220906,内蒙古
210000,辽宁省,6,78.0,0,2,1857,0,2,0.0,20220906,辽宁
220000,吉林省,7,9.0,0,0,40331,0,5,0.0,20220906,吉林
230000,黑龙江省,8,179.0,0,15,3200,0,13,1.0,20220906,黑龙江
310000,上海市,9,5.0,0,12,63888,0,595,0.0,20220906,上海
320000,江苏省,10,6.0,0,2,2361,0,0,1.0,20220906,江苏
330000,浙江省,11,10.0,0,0,3392,0,1,0.0,20220906,浙江
340000,安徽省,12,1.0,0,0,1506,0,6,0.0,20220906,安徽
350000,福建省,13,1.0,0,7,4144,0,1,0.0,20220906,福建
360000,江西省,14,58.0,0,2,1486,0,1,0.0,20220906,江西
370000,山东省,15,83.0,0,14,2979,0,7,0.0,20220906,山东
410000,河南省,16,15.0,0,0,3305,0,22,0.0,20220906,河南
420000,湖北省,17,7.0,0,0,68426,0,4512,0.0,20220906,湖北
430000,湖南省,18,0.0,0,1,1441,0,4,1.0,20220906,湖南
440000,广东省,19,35.0,0,61,9474,0,8,9.0,20220906,广东
450000,广西壮族自治区,20,75.0,0,0,2255,0,2,0.0,20220906,广西
460000,海南省,21,6.0,0,13,8939,0,6,9.0,20220906,海南
500000,重庆市,22,0.0,0,1,1006,0,6,0.0,20220906,重庆
510000,四川省,23,79.0,0,89,4326,0,3,9.0,20220906,四川
520000,贵州省,24,29.0,0,1,203,0,2,0.0,20220906,贵州
530000,云南省,25,2.0,0,0,2292,0,2,0.0,20220906,云南
540000,西藏自治区,26,389.0,0,76,1120,0,0,2.0,20220906,西藏
610000,陕西省,27,12.0,0,1,3703,0,3,0.0,20220906,陕西
620000,甘肃省,28,6.0,0,0,1347,0,2,0.0,20220906,甘肃
630000,青海省,29,106.0,0,1,219,0,0,0.0,20220906,青海
640000,宁夏回族自治区,30,0.0,0,0,122,0,0,0.0,20220906,宁夏
650000,新疆维吾尔自治区,31,29.0,0,2,1143,0,3,2.0,20220906,新疆维吾尔自治
110000,北京市,1,8.0,0,13,4038,0,9,0.0,20220907,北京
120000,天津市,2,4.0,0,2,2236,0,3,0.0,20220907,天津
130000,河北省,3,0.0,0,0,2027,0,7,0.0,20220907,河北
140000,山西省,4,0.0,0,0,469,0,0,0.0,20220907,山西
150000,内蒙古自治区,5,63.0,0,68,2595,0,1,2.0,20220907,内蒙古
210000,辽宁省,6,71.0,0,3,1860,0,2,0.0,20220907,辽宁
220000,吉林省,7,11.0,0,0,40331,0,5,0.0,20220907,吉林
230000,黑龙江省,8,104.0,0,6,3206,0,13,0.0,20220907,黑龙江
310000,上海市,9,13.0,0,10,63898,0,595,0.0,20220907,上海
320000,江苏省,10,2.0,0,0,2361,0,0,0.0,20220907,江苏
330000,浙江省,11,18.0,0,2,3394,0,1,1.0,20220907,浙江
340000,安徽省,12,0.0,0,0,1506,0,6,0.0,20220907,安徽
350000,福建省,13,3.0,0,8,4152,0,1,0.0,20220907,福建
360000,江西省,14,57.0,0,2,1488,0,1,0.0,20220907,江西
370000,山东省,15,81.0,0,18,2997,0,7,2.0,20220907,山东
410000,河南省,16,11.0,0,1,3306,0,22,0.0,20220907,河南
420000,湖北省,17,12.0,0,0,68426,0,4512,0.0,20220907,湖北
430000,湖南省,18,0.0,0,0,1441,0,4,0.0,20220907,湖南
440000,广东省,19,30.0,0,33,9507,0,8,4.0,20220907,广东
450000,广西壮族自治区,20,69.0,0,8,2263,0,2,2.0,20220907,广西
460000,海南省,21,3.0,0,2,8941,0,6,0.0,20220907,海南
500000,重庆市,22,0.0,0,1,1007,0,6,0.0,20220907,重庆
510000,四川省,23,100.0,0,70,4396,0,3,5.0,20220907,四川
520000,贵州省,24,16.0,0,4,207,0,2,0.0,20220907,贵州
530000,云南省,25,2.0,0,7,2299,0,2,0.0,20220907,云南
540000,西藏自治区,26,388.0,0,18,1138,0,0,3.0,20220907,西藏
610000,陕西省,27,4.0,0,2,3705,0,3,0.0,20220907,陕西
620000,甘肃省,28,5.0,0,0,1347,0,2,0.0,20220907,甘肃
630000,青海省,29,56.0,0,1,220,0,0,1.0,20220907,青海
640000,宁夏回族自治区,30,0.0,0,0,122,0,0,0.0,20220907,宁夏
650000,新疆维吾尔自治区,31,28.0,0,1,1144,0,3,1.0,20220907,新疆维吾尔自治
110000,北京市,1,3.0,0,21,4059,0,9,0.0,20220908,北京
120000,天津市,2,4.0,0,2,2238,0,3,0.0,20220908,天津
130000,河北省,3,0.0,0,0,2027,0,7,0.0,20220908,河北
140000,山西省,4,0.0,0,0,469,0,0,0.0,20220908,山西
150000,内蒙古自治区,5,77.0,0,42,2637,0,1,15.0,20220908,内蒙古
210000,辽宁省,6,80.0,0,4,1864,0,2,1.0,20220908,辽宁
220000,吉林省,7,8.0,0,0,40331,0,5,0.0,20220908,吉林
230000,黑龙江省,8,110.0,0,14,3220,0,13,7.0,20220908,黑龙江
310000,上海市,9,8.0,0,6,63904,0,595,0.0,20220908,上海
320000,江苏省,10,5.0,0,3,2364,0,0,0.0,20220908,江苏
330000,浙江省,11,13.0,0,0,3394,0,1,0.0,20220908,浙江
340000,安徽省,12,0.0,0,0,1506,0,6,0.0,20220908,安徽
350000,福建省,13,5.0,0,9,4161,0,1,0.0,20220908,福建
360000,江西省,14,56.0,0,1,1489,0,1,0.0,20220908,江西
370000,山东省,15,83.0,0,17,3014,0,7,2.0,20220908,山东
410000,河南省,16,10.0,0,1,3307,0,22,1.0,20220908,河南
420000,湖北省,17,12.0,0,0,68426,0,4512,0.0,20220908,湖北
430000,湖南省,18,0.0,0,0,1441,0,4,0.0,20220908,湖南
440000,广东省,19,44.0,0,52,9559,0,8,4.0,20220908,广东
450000,广西壮族自治区,20,84.0,0,22,2285,0,2,0.0,20220908,广西
460000,海南省,21,5.0,0,1,8942,0,6,0.0,20220908,海南
500000,重庆市,22,1.0,0,1,1008,0,6,1.0,20220908,重庆
510000,四川省,23,75.0,0,59,4455,0,3,4.0,20220908,四川
520000,贵州省,24,13.0,0,6,213,0,2,1.0,20220908,贵州
530000,云南省,25,3.0,0,5,2304,0,2,0.0,20220908,云南
540000,西藏自治区,26,347.0,0,20,1158,0,0,2.0,20220908,西藏
610000,陕西省,27,12.0,0,5,3710,0,3,1.0,20220908,陕西
620000,甘肃省,28,3.0,0,0,1347,0,2,0.0,20220908,甘肃
630000,青海省,29,15.0,0,7,227,0,0,1.0,20220908,青海
640000,宁夏回族自治区,30,0.0,0,0,122,0,0,0.0,20220908,宁夏
650000,新疆维吾尔自治区,31,27.0,0,3,1147,0,3,3.0,20220908,新疆维吾尔自治
110000,北京市,1,2.0,0,18,4077,0,9,3.0,20220909,北京
120000,天津市,2,14.0,0,5,2243,0,3,0.0,20220909,天津
130000,河北省,3,2.0,0,0,2027,0,7,0.0,20220909,河北
140000,山西省,4,0.0,0,0,469,0,0,0.0,20220909,山西
150000,内蒙古自治区,5,36.0,0,33,2670,0,1,8.0,20220909,内蒙古
210000,辽宁省,6,59.0,0,3,1867,0,2,0.0,20220909,辽宁
220000,吉林省,7,10.0,0,0,40331,0,5,0.0,20220909,吉林
230000,黑龙江省,8,111.0,0,2,3222,0,13,0.0,20220909,黑龙江
310000,上海市,9,10.0,0,7,63911,0,595,0.0,20220909,上海
320000,江苏省,10,2.0,0,2,2366,0,0,0.0,20220909,江苏
330000,浙江省,11,7.0,0,0,3394,0,1,0.0,20220909,浙江
340000,安徽省,12,0.0,0,0,1506,0,6,0.0,20220909,安徽
350000,福建省,13,2.0,0,7,4168,0,1,1.0,20220909,福建
360000,江西省,14,59.0,0,0,1489,0,1,0.0,20220909,江西
370000,山东省,15,73.0,0,13,3027,0,7,0.0,20220909,山东
410000,河南省,16,10.0,0,9,3316,0,22,9.0,20220909,河南
420000,湖北省,17,42.0,0,1,68427,0,4512,0.0,20220909,湖北
430000,湖南省,18,0.0,0,1,1442,0,4,0.0,20220909,湖南
440000,广东省,19,28.0,0,49,9608,0,8,3.0,20220909,广东
450000,广西壮族自治区,20,94.0,0,12,2297,0,2,0.0,20220909,广西
460000,海南省,21,3.0,0,2,8944,0,6,0.0,20220909,海南
500000,重庆市,22,0.0,0,2,1010,0,6,0.0,20220909,重庆
510000,四川省,23,98.0,0,89,4544,0,3,25.0,20220909,四川
520000,贵州省,24,43.0,0,5,218,0,2,0.0,20220909,贵州
530000,云南省,25,2.0,0,6,2310,0,2,1.0,20220909,云南
540000,西藏自治区,26,306.0,0,16,1174,0,0,0.0,20220909,西藏
610000,陕西省,27,18.0,0,2,3712,0,3,0.0,20220909,陕西
620000,甘肃省,28,14.0,0,1,1348,0,2,0.0,20220909,甘肃
630000,青海省,29,18.0,0,3,230,0,0,1.0,20220909,青海
640000,宁夏回族自治区,30,0.0,0,0,122,0,0,0.0,20220909,宁夏
650000,新疆维吾尔自治区,31,27.0,0,2,1149,0,3,2.0,20220909,新疆维吾尔自治
110000,北京市,1,6.0,0,11,4088,0,9,0.0,20220910,北京
120000,天津市,2,8.0,0,2,2245,0,3,0.0,20220910,天津
130000,河北省,3,0.0,0,0,2027,0,7,0.0,20220910,河北
140000,山西省,4,0.0,0,0,469,0,0,0.0,20220910,山西
150000,内蒙古自治区,5,35.0,0,24,2694,0,1,4.0,20220910,内蒙古
210000,辽宁省,6,39.0,0,0,1867,0,2,0.0,20220910,辽宁
220000,吉林省,7,4.0,0,0,40331,0,5,0.0,20220910,吉林
230000,黑龙江省,8,88.0,0,2,3224,0,13,0.0,20220910,黑龙江
310000,上海市,9,17.0,0,15,63926,0,595,0.0,20220910,上海
320000,江苏省,10,5.0,0,1,2367,0,0,0.0,20220910,江苏
330000,浙江省,11,22.0,0,0,3394,0,1,0.0,20220910,浙江
340000,安徽省,12,0.0,0,0,1506,0,6,0.0,20220910,安徽
350000,福建省,13,1.0,0,8,4176,0,1,0.0,20220910,福建
360000,江西省,14,69.0,0,0,1489,0,1,0.0,20220910,江西
370000,山东省,15,55.0,0,11,3038,0,7,0.0,20220910,山东
410000,河南省,16,8.0,0,0,3316,0,22,0.0,20220910,河南
420000,湖北省,17,47.0,0,0,68427,0,4512,0.0,20220910,湖北
430000,湖南省,18,0.0,0,0,1442,0,4,0.0,20220910,湖南
440000,广东省,19,44.0,0,34,9642,0,8,1.0,20220910,广东
450000,广西壮族自治区,20,71.0,0,3,2300,0,2,0.0,20220910,广西
460000,海南省,21,3.0,0,0,8944,0,6,0.0,20220910,海南
500000,重庆市,22,1.0,0,2,1012,0,6,0.0,20220910,重庆
510000,四川省,23,96.0,0,98,4642,0,3,12.0,20220910,四川
520000,贵州省,24,122.0,0,2,220,0,2,0.0,20220910,贵州
530000,云南省,25,2.0,0,2,2312,0,2,0.0,20220910,云南
540000,西藏自治区,26,251.0,0,16,1190,0,0,0.0,20220910,西藏
610000,陕西省,27,24.0,0,0,3712,0,3,0.0,20220910,陕西
620000,甘肃省,28,12.0,0,0,1348,0,2,0.0,20220910,甘肃
630000,青海省,29,12.0,0,1,231,0,0,0.0,20220910,青海
640000,宁夏回族自治区,30,0.0,0,0,122,0,0,0.0,20220910,宁夏
650000,新疆维吾尔自治区,31,27.0,0,2,1151,0,3,2.0,20220910,新疆维吾尔自治
110000,北京市,1,3.0,0,17,4105,0,9,3.0,20220911,北京
120000,天津市,2,11.0,0,15,2260,0,3,0.0,20220911,天津
130000,河北省,3,5.0,0,0,2027,0,7,0.0,20220911,河北
140000,山西省,4,0.0,0,0,469,0,0,0.0,20220911,山西
150000,内蒙古自治区,5,15.0,0,15,2709,0,1,2.0,20220911,内蒙古
210000,辽宁省,6,32.0,0,4,1871,0,2,0.0,20220911,辽宁
220000,吉林省,7,3.0,0,0,40331,0,5,0.0,20220911,吉林
230000,黑龙江省,8,68.0,0,3,3227,0,13,1.0,20220911,黑龙江
310000,上海市,9,13.0,0,9,63935,0,595,0.0,20220911,上海
320000,江苏省,10,5.0,0,1,2368,0,0,0.0,20220911,江苏
330000,浙江省,11,13.0,0,0,3394,0,1,0.0,20220911,浙江
340000,安徽省,12,0.0,0,0,1506,0,6,0.0,20220911,安徽
350000,福建省,13,1.0,0,7,4183,0,1,0.0,20220911,福建
360000,江西省,14,60.0,0,0,1489,0,1,0.0,20220911,江西
370000,山东省,15,30.0,0,9,3047,0,7,0.0,20220911,山东
410000,河南省,16,5.0,0,0,3316,0,22,0.0,20220911,河南
420000,湖北省,17,41.0,0,0,68427,0,4512,0.0,20220911,湖北
430000,湖南省,18,1.0,0,0,1442,0,4,0.0,20220911,湖南
440000,广东省,19,27.0,0,38,9680,0,8,4.0,20220911,广东
450000,广西壮族自治区,20,28.0,0,3,2303,0,2,0.0,20220911,广西
460000,海南省,21,1.0,0,0,8944,0,6,0.0,20220911,海南
500000,重庆市,22,1.0,0,1,1013,0,6,0.0,20220911,重庆
510000,四川省,23,71.0,0,84,4726,0,3,24.0,20220911,四川
520000,贵州省,24,136.0,0,1,221,0,2,0.0,20220911,贵州
530000,云南省,25,3.0,0,1,2313,0,2,0.0,20220911,云南
540000,西藏自治区,26,216.0,0,10,1200,0,0,0.0,20220911,西藏
610000,陕西省,27,33.0,0,2,3714,0,3,2.0,20220911,陕西
620000,甘肃省,28,17.0,0,0,1348,0,2,0.0,20220911,甘肃
630000,青海省,29,5.0,0,2,233,0,0,1.0,20220911,青海
640000,宁夏回族自治区,30,0.0,0,0,122,0,0,0.0,20220911,宁夏
650000,新疆维吾尔自治区,31,24.0,0,4,1155,0,3,4.0,20220911,新疆维吾尔自治
110000,北京市,1,6.0,0,12,4117,0,9,1.0,20220912,北京
120000,天津市,2,7.0,0,8,2268,0,3,0.0,20220912,天津
130000,河北省,3,3.0,0,0,2027,0,7,0.0,20220912,河北
140000,山西省,4,0.0,0,0,469,0,0,0.0,20220912,山西
150000,内蒙古自治区,5,19.0,0,8,2717,0,1,1.0,20220912,内蒙古
210000,辽宁省,6,32.0,0,5,1876,0,2,0.0,20220912,辽宁
220000,吉林省,7,1.0,0,0,40331,0,5,0.0,20220912,吉林
230000,黑龙江省,8,21.0,0,0,3227,0,13,0.0,20220912,黑龙江
310000,上海市,9,4.0,0,14,63949,0,595,0.0,20220912,上海
320000,江苏省,10,2.0,0,1,2369,0,0,1.0,20220912,江苏
330000,浙江省,11,6.0,0,0,3394,0,1,0.0,20220912,浙江
340000,安徽省,12,0.0,0,0,1506,0,6,0.0,20220912,安徽
350000,福建省,13,4.0,0,12,4195,0,1,0.0,20220912,福建
360000,江西省,14,51.0,0,2,1491,0,1,0.0,20220912,江西
370000,山东省,15,36.0,0,7,3054,0,7,0.0,20220912,山东
410000,河南省,16,1.0,0,1,3317,0,22,1.0,20220912,河南
420000,湖北省,17,35.0,0,0,68427,0,4512,0.0,20220912,湖北
430000,湖南省,18,1.0,0,1,1443,0,4,1.0,20220912,湖南
440000,广东省,19,27.0,0,19,9699,0,8,3.0,20220912,广东
450000,广西壮族自治区,20,48.0,0,2,2305,0,2,0.0,20220912,广西
460000,海南省,21,2.0,0,0,8944,0,6,0.0,20220912,海南
500000,重庆市,22,0.0,0,1,1014,0,6,0.0,20220912,重庆
510000,四川省,23,88.0,0,129,4855,0,3,31.0,20220912,四川
520000,贵州省,24,145.0,0,0,221,0,2,0.0,20220912,贵州
530000,云南省,25,4.0,0,4,2317,0,2,1.0,20220912,云南
540000,西藏自治区,26,199.0,0,11,1211,0,0,2.0,20220912,西藏
610000,陕西省,27,17.0,0,0,3714,0,3,0.0,20220912,陕西
620000,甘肃省,28,22.0,0,2,1350,0,2,0.0,20220912,甘肃
630000,青海省,29,2.0,0,0,233,0,0,0.0,20220912,青海
640000,宁夏回族自治区,30,0.0,0,0,122,0,0,0.0,20220912,宁夏
650000,新疆维吾尔自治区,31,23.0,0,3,1158,0,3,3.0,20220912,新疆维吾尔自治
110000,北京市,1,1.0,0,20,4137,0,9,1.0,20220913,北京
